curie,label,group,in_old,new_term,reparented,rel_added,rel_removed,def_changed,syn_added,depth_new,depth_old,obsoleted
HP:5210063,Recurrent Legionella pneumophila infection,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210064,Unusual Neisseria gonorrhoeae infection,Infections,False,True,False,0,0,False,0,5.0,,False
HP:5210065,Severe Neisseria gonorrhoeae infection,Infections,False,True,False,0,0,False,2,6.0,,False
HP:5210066,Recurrent Neisseria gonorrhoeae infection,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210067,Unusual Neisseria meningitidis infection,Infections,False,True,False,0,0,False,0,5.0,,False
HP:5210068,Severe Neisseria meningitidis infection,Infections,False,True,False,0,0,False,2,6.0,,False
HP:5210070,Unusual Haemophilus influenzae infection,Infections,False,True,False,0,0,False,0,5.0,,False
HP:5210071,Severe Haemophilus influenzae infection,Infections,False,True,False,0,0,False,2,6.0,,False
HP:5210073,Unusual Moraxella catarrhalis infection,Infections,False,True,False,0,0,False,0,5.0,,False
HP:5210074,Severe Moraxella catarrhalis infection,Infections,False,True,False,0,0,False,2,6.0,,False
HP:5210075,Recurrent Moraxella catarrhalis infection,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210076,Unusual Vibrio cholerae infection,Infections,False,True,False,0,0,False,0,5.0,,False
HP:5210077,Severe Vibrio cholerae infection,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210078,Recurrent Vibrio cholerae infection,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210079,Unusual Burkholderia cepacia infection,Infections,False,True,False,0,0,False,0,5.0,,False
HP:5210080,Severe Burkholderia cepacia infection,Infections,False,True,False,0,0,False,2,6.0,,False
HP:5210082,Unusual Bacteroides infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210083,Severe Bacteroides infection,Infections,False,True,False,0,0,False,4,6.0,,False
HP:5210084,Recurrent Bacteroides infection,Infections,False,True,False,0,0,False,4,6.0,,False
HP:5210085,Unusual Fusobacterium infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210086,Severe Fusobacterium infection,Infections,False,True,False,0,0,False,4,6.0,,False
HP:5210087,Recurrent Fusobacterium infection,Infections,False,True,False,0,0,False,4,6.0,,False
HP:5210088,Unusual Prevotella infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210089,Severe Prevotella infection,Infections,False,True,False,0,0,False,4,6.0,,False
HP:5210090,Recurrent Prevotella infection,Infections,False,True,False,0,0,False,4,6.0,,False
HP:5210091,Unusual Escherichia coli infection,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210092,Severe Escherichia coli infection,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210093,Unusual Salmonella infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210094,Severe Salmonella infection,Infections,False,True,False,0,0,False,4,6.0,,False
HP:5210095,Recurrent Salmonella infection,Infections,False,True,False,0,0,False,4,6.0,,False
HP:5210096,Unusual Pneumocystis jirovecii infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210097,Severe Pneumocystis jirovecii infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210098,Recurrent Pneumocystis jirovecii infection,Infections,False,True,False,0,0,False,4,6.0,,False
HP:5210099,Unusual Aspergillus infection,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210100,Severe Aspergillus infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210101,Unusual adenovirus infection,Infections,False,True,False,0,0,False,1,4.0,,False
HP:5210102,Unusual Candida infection,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210103,Cytomegalovirus hepatitis,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210104,Unusual BK virus infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210105,Unusual Cryptococcus infection,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210106,Recurrent Cryptococcus infection,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210107,Disseminated Cryptococcus infection,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210108,Sclerosing cholangitis due to Cryptococcus,Infections,False,True,False,0,0,False,0,6.0,,False
HP:5210109,Chronic hepatitis due to Cryptococcus,Infections,False,True,False,0,0,False,0,6.0,,False
HP:5210110,Unusual mycobacterial infection,Infections,False,True,False,0,0,False,2,3.0,,False
HP:5210111,Tuberculosis infection,Infections,False,True,False,0,0,False,4,4.0,,False
HP:5210112,Disseminated tuberculosis infection,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210113,Recurrent tuberculosis infection,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210114,Tuberculous osteomyelitis,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210115,Non-tuberculous mycobacterial infection,Infections,False,True,False,0,0,False,3,4.0,,False
HP:5210116,Unusual VZV infection,Infections,False,True,False,0,0,False,2,4.0,,False
HP:5210117,Recurrent non-tuberculous mycobacterial infection,Infections,False,True,False,0,0,False,4,5.0,,False
HP:5210118,Opportunistic mycobacterial infection,Infections,False,True,False,0,0,False,1,4.0,,False
HP:5210119,Unusual Cryptosporidium infection,Infections,False,True,False,0,0,False,2,4.0,,False
HP:5210120,Recurrent Cryptosporidium infection,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210121,Unusual upper respiratory tract infection,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210122,Sclerosing cholangitis due to Cryptosporidium infection,Infections,False,True,False,0,0,False,0,5.0,,False
HP:5210123,Unusual lower respiratory tract infection,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210124,Unusual Giardia lamblia infection,Infections,False,True,False,0,0,False,2,4.0,,False
HP:5210125,Persistent Giardia lamblia infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210126,Recurrent Giardia lamblia infection,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210127,Unusual Toxoplasma infection,Infections,False,True,False,0,0,False,1,4.0,,False
HP:5210128,Unusual cardiovascular system infection,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210129,Toxoplasma infection of the central nervous system (CNS),Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210130,Unusual Leishmania infection,Infections,False,True,False,0,0,False,2,4.0,,False
HP:5210131,Severe Leishmania infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210132,Recurrent Leishmania infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210133,Opportunistic parasitic infection,Infections,False,True,False,0,0,False,1,4.0,,False
HP:5210134,Unusual cholangitis,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210135,Unusual genitourinary infection,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210137,Unusual eye infection,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210138,Unusual liver infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210139,Infectious hepatitis,Infections,False,True,False,0,0,False,4,6.0,,False
HP:5210140,Bacterial sepsis,Infections,False,True,False,0,0,False,1,4.0,,False
HP:5210141,Fungal sepsis,Infections,False,True,False,0,0,False,1,4.0,,False
HP:5210142,Viral sepsis,Infections,False,True,False,0,0,False,1,4.0,,False
HP:5210143,Mycobacterial sepsis,Infections,False,True,False,0,0,False,1,4.0,,False
HP:5210144,Pneumonia with consolidation,Infections,False,True,False,0,0,False,0,5.0,,False
HP:5210146,Unusual cytomegalovirus infection,Infections,False,True,False,0,0,False,3,4.0,,False
HP:5210147,Unusual pleural empyema,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210148,Severe pleural empyema,Infections,False,True,False,0,0,False,2,6.0,,False
HP:5210149,Recurrent pleural empyema,Infections,False,True,False,0,0,False,2,6.0,,False
HP:5210150,Unusual endocarditis,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210151,Severe endocarditis,Infections,False,True,False,0,0,False,2,6.0,,False
HP:5210152,Recurrent endocarditis,Infections,False,True,False,0,0,False,2,6.0,,False
HP:5210153,Unusual myocarditis,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210154,Severe myocarditis,Infections,False,True,False,0,0,False,2,6.0,,False
HP:5210155,Recurrent myocarditis,Infections,False,True,False,0,0,False,2,6.0,,False
HP:5210156,Unusual pericarditis,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210157,Severe pericarditis,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210158,Recurrent pericarditis,Infections,False,True,False,0,0,False,2,6.0,,False
HP:5210159,Unusual infectious vasculitis,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210160,Severe infectious vasculitis,Infections,False,True,False,0,0,False,2,6.0,,False
HP:5210161,Recurrent infectious vasculitis,Infections,False,True,False,0,0,False,2,6.0,,False
HP:5210163,Bacterial liver abscess,Other immune,False,True,False,0,0,False,1,4.0,,False
HP:5210164,Staphylococcal liver abscess,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210165,Klebsiella liver abscess,Infections,False,True,False,0,0,False,0,5.0,,False
HP:5210166,Fungal liver abscess,Other immune,False,True,False,0,0,False,0,4.0,,False
HP:5210167,Hepatic candidiasis,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210168,Parasitic liver abscess,Other immune,False,True,False,0,0,False,0,4.0,,False
HP:5210169,Amoebic liver abscess,Other immune,False,True,False,0,0,False,2,5.0,,False
HP:5210170,Echinococcal liver cyst,Other immune,False,True,False,0,0,False,3,5.0,,False
HP:5210171,Hepatic schistosomiasis,Other immune,False,True,False,0,0,False,2,5.0,,False
HP:5210172,Bacterial splenic abscess,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210173,Fungal splenic abscess,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210174,Parasitic splenic abscess,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210175,Unusual infectious gastroenteritis,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210176,Unusual bacterial gastroenteritis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210177,Unusual viral gastroenteritis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210178,Unusual fungal gastroenteritis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210179,Unusual parasitic gastroenteritis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210180,Unusual infectious colitis,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210181,Unusual bacterial colitis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210182,Unusual viral colitis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210183,Unusual fungal colitis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210184,Unusual parasitic colitis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210185,Unusual infectious pancreatitis,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210186,Unusual bacterial pancreatitis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210187,Unusual viral pancreatitis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210188,Unusual fungal pancreatitis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210189,Unusual parasitic pancreatitis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210190,Unusual bacterial cholangitis,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210191,Unusual cystitis,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210192,Unusual hemorrhagic cystitis,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210193,Unusual fungal cystitis,Infections,False,True,False,0,0,False,0,5.0,,False
HP:5210194,Unusual bacterial cystitis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210195,Unusual pyelonephritis,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210196,Unusual kidney abscess,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210197,Bacterial kidney abscess,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210198,Fungal kidney abscess,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210199,Parasitic kidney abscess,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210200,Unusual vaginal infection,Infections,False,True,False,0,0,False,0,5.0,,False
HP:5210201,Unusual bacterial vaginal infection,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210202,Unusual viral vaginal infection,Infections,False,True,False,0,0,False,0,6.0,,False
HP:5210203,Unusual fungal vaginal infection,Infections,False,True,False,0,0,False,0,5.0,,False
HP:5210204,Unusual parasitic vaginal infection,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210205,Unusual bacterial osteomyelitis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210206,Unusual fungal osteomyelitis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210207,Unusual infectious arthritis,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210208,Unusual bacterial arthritis,Infections,False,True,False,0,0,False,1,4.0,,False
HP:5210209,Unusual fungal arthritis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210210,Unusual mycobacterial arthritis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210211,Unusual infectious myositis,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210212,Unusual bacterial myositis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210213,Unusual fungal myositis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210214,Unusual mycobacterial myositis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210215,Unusual viral myositis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210216,Viral meningitis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210217,Bacterial meningitis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210218,Parasitic meningitis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210219,Mycobacterial meningitis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210220,Fungal encephalitis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210221,Parasitic encephalitis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210222,Mycobacterial encephalitis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210223,Bacterial brain abscess,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210224,Fungal brain abscess,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210225,Parasitic brain abscess,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210226,Mycobacterial brain abscess,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210227,Unusual spinal cord infection,Infections,False,True,False,0,0,False,5,5.0,,False
HP:5210228,Unusual bacterial skin infection,Infections,False,True,False,0,0,False,1,4.0,,False
HP:5210229,Unusual bacterial skin abscess,Infections,False,True,False,0,0,False,1,4.0,,False
HP:5210230,Recurrent boils,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210231,Bacterial cellulitis,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210232,Unusual viral skin infection,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210233,Unusual HSV skin infection,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210234,Unusual parasitic skin infection,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210235,Unusual VZV skin infection,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210236,Unusual fungal skin infection,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210237,Recurrent diaper rash,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210238,Unusual nail infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210239,Unusual bacterial nail bed infection,Infections,False,True,False,0,0,False,4,5.0,,False
HP:5210240,Unusual HSV infection,Infections,False,True,False,0,0,False,2,4.0,,False
HP:5210241,Recurrent onychomycosis,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210242,Unusual mycobacterial skin infection,Infections,False,True,False,0,0,False,1,4.0,,False
HP:5210243,Unusual fascia infection,Infections,False,True,False,0,0,False,4,5.0,,False
HP:5210244,Unusual cutaneous larva migrans,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210245,Unusual cutaneous leishmaniasis,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210246,Severe gingivitis,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210247,Recurrent periodontitis,Infections,False,True,False,0,0,False,2,6.0,,False
HP:5210248,Severe dental abscess,Other immune,False,True,False,0,0,False,3,4.0,,False
HP:5210249,Recurrent dental abscesses,Other immune,False,True,False,0,0,False,3,4.0,,False
HP:5210250,Severe stomatitis,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210251,Recurrent stomatitis,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210252,Unusual oral thrush,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210253,Severe oral thrush,Infections,False,True,False,0,0,False,2,6.0,,False
HP:5210254,Severe pharyngitis,Infections,False,True,False,0,0,False,1,6.0,,False
HP:5210255,Severe otitis media,Other immune,False,True,False,0,0,False,2,5.0,,False
HP:5210258,Unusual conjunctivitis,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210259,Severe conjunctivitis,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210260,Recurrent conjunctivitis,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210261,Unusual keratitis,Infections,False,True,False,0,0,False,4,5.0,,False
HP:5210262,Severe keratitis,Infections,False,True,False,0,0,False,4,6.0,,False
HP:5210263,Recurrent keratitis,Infections,False,True,False,0,0,False,4,6.0,,False
HP:5210264,Unusual retinitis,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210265,Severe retinitis,Infections,False,True,False,0,0,False,1,6.0,,False
HP:5210266,Recurrent retinitis,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210276,Unusual mycobacterial osteomyelitis,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210277,Unusual musculoskeletal infection,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210278,Unusual infectious osteomyelitis,Infections,False,True,False,0,0,False,0,5.0,,False
HP:5210279,Unusual lymphatic system infection,Infections,False,True,False,0,0,False,0,2.0,,False
HP:5210280,Unusual oral cavity infection,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210281,Post-vaccination mumps,Infections,False,True,False,0,0,False,2,4.0,,False
HP:5210282,Cytomegalovirus retinitis,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210283,Cytomegalovirus pneumonitis,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210284,Cytomegalovirus encephalitis,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210286,Unusual EBV infection,Infections,False,True,False,0,0,False,2,4.0,,False
HP:5210288,EBV-driven HLH,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210290,Disseminated herpes simplex virus infection,Infections,False,True,False,0,0,False,2,4.0,,False
HP:5210291,Recurrent herpes simplex virus infection,Infections,False,True,False,0,0,False,2,4.0,,False
HP:5210293,Persistent adenovirus viremia,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210294,Adenovirus colitis,Infections,False,True,False,0,0,False,0,5.0,,False
HP:5210295,Adenovirus hepatitis,Infections,False,True,False,0,0,False,0,5.0,,False
HP:5210296,Adenovirus encephalitis,Infections,False,True,False,0,0,False,0,5.0,,False
HP:5210297,Adenovirus pneumonitis,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210298,Recurrent chickenpox infection,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210299,Severe chickenpox infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210301,VZV encephalitis,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210302,VZV pneumonitis,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210303,Unusual warts,Infections,False,True,False,0,0,False,2,4.0,,False
HP:5210304,Disseminated warts,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210305,Recurrent warts,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210306,Chronic warts,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210309,Persistent molluscum infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210310,Unusual norovirus infection,Infections,False,True,False,0,0,False,1,4.0,,False
HP:5210312,Chronic norovirus infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210313,Unusual Aichi virus hepatitis,Infections,False,True,False,0,0,False,0,5.0,,False
HP:5210314,Unusual enterovirus infection,Infections,False,True,False,0,0,False,1,4.0,,False
HP:5210315,Enteroviral central nervous system infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210316,Enteroviral sepsis,Infections,False,True,False,0,0,False,0,5.0,,False
HP:5210317,Unusual astrovirus infection,Infections,False,True,False,0,0,False,1,4.0,,False
HP:5210318,Disseminated astrovirus infection,Infections,False,True,False,0,0,False,0,5.0,,False
HP:5210319,Astrovirus central nervous system infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210320,Unusual influenza infection,Infections,False,True,False,0,0,False,1,4.0,,False
HP:5210321,Persitent influenza viremia,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210323,Unusual parainfluenza infection,Infections,False,True,False,0,0,False,0,4.0,,False
HP:5210325,Recurrent parainfluenza virus infection,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210326,Chronic SARS-CoV-2 infection,Infections,False,True,False,0,0,False,4,4.0,,False
HP:5210328,Severe seasonal coronavirus infection,Infections,False,True,False,0,0,False,7,4.0,,False
HP:5210329,Chronic seasonal coronavirus infection,Infections,False,True,False,0,0,False,4,4.0,,False
HP:5210330,Unusual HHV6 infection,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210331,Unusual HHV8 infection,Infections,False,True,False,0,0,False,1,5.0,,False
HP:5210332,BK virus nephropathy,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210333,BK virus encephalitis,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210334,Unusual JC virus infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210335,JC nephropathy,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210336,JC encephalitis,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210337,Infectious granulomatosis,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,0,7.0,,False
HP:5210338,Non-infectious granulomatosis,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,0,7.0,,False
HP:5210339,Caseating granulomatosis,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,1,8.0,,False
HP:5210340,Non-caseating granulomatosis,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,1,8.0,,False
HP:5210341,Granulomatous lymphocytic interstitial lung disease,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,2,10.0,,False
HP:5210342,Granulomatous lymphadenopathy,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,0,4.0,,False
HP:5210343,Granuloma annulare,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,0,4.0,,False
HP:5210344,Granulomatous synovitis,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,0,7.0,,False
HP:5210345,Granulomatous uveitis,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,0,6.0,,False
HP:5210346,Granulomatous gingivitis,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,0,6.0,,False
HP:5210347,Granulomatous iritis,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,0,7.0,,False
HP:5210348,Unusual Burkholderia pseudomallei infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210349,Unusual coagulase-negative Staphylococcus infection,Infections,False,True,False,0,0,False,4,5.0,,False
HP:5210350,Recurrent coagulase-negative Staphylococcus infection,Infections,False,True,False,0,0,False,4,6.0,,False
HP:5210351,Severe coagulase-negative Staphylococcus infection,Infections,False,True,False,0,0,False,4,6.0,,False
HP:5210352,Unusual Enterococcus faecalis infection,Infections,False,True,False,0,0,False,1,6.0,,False
HP:5210353,Recurrent Enterococcus faecalis infection,Infections,False,True,False,0,0,False,3,7.0,,False
HP:5210354,Severe Enterococcus faecalis infection,Infections,False,True,False,0,0,False,2,7.0,,False
HP:5210355,Unusual Enterococcus faecium infection,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210356,Recurrent Enterococcus faecium infection,Infections,False,True,False,0,0,False,4,7.0,,False
HP:5210357,Severe Enterococcus faecium infection,Infections,False,True,False,0,0,False,3,7.0,,False
HP:5210358,Unusual Viridans Streptococci infection,Infections,False,True,False,0,0,False,4,6.0,,False
HP:5210359,Endocarditis caused by Streptococcus viridans infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210360,Liver abscess due to Streptococcus viridans,Infections,False,True,False,0,0,False,2,4.0,,False
HP:5210361,Unusual Mycobacterium abscessus infection,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210362,Recurrent Mycobacterium abscessus infection,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210363,Severe Mycobacterium abscessus infection,Infections,False,True,False,0,0,False,2,6.0,,False
HP:5210364,Unusual Mycobacterium avium complex infection,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210365,Recurrent Mycobacterium avium complex infection,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210366,Severe Mycobacterium avium complex infection,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210367,Unusual Mycoplasma infection,Infections,False,True,False,0,0,False,3,4.0,,False
HP:5210368,Recurrent Mycoplasma infection,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210369,Severe Mycoplasma infection,Infections,False,True,False,0,0,False,2,5.0,,False
HP:5210370,Unusual Ureaplasma infection,Infections,False,True,False,0,0,False,2,4.0,,False
HP:5210371,Pulmonary cryptococcosis,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210372,Cryptococcoma,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210373,Unusual mucormycosis,Infections,False,True,False,0,0,False,4,5.0,,False
HP:5210374,Unusual Talaromyces marneffei infection,Infections,False,True,False,0,0,False,4,5.0,,False
HP:5210375,Unusual dermatophyte infection,Infections,False,True,False,0,0,False,4,4.0,,False
HP:5210376,Recurrent dermatophyte infection,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210377,Increased CD4+ TEMRA T cell proportion,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,0,9.0,,False
HP:5210378,Unusual mold infection,Infections,False,True,False,0,0,False,8,5.0,,False
HP:5210379,Unusual Blastomyces dermatitidis infection,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210380,Recurrent Blastomyces dermatitidis infection,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210381,Severe Blastomyces dermatitidis infection,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210382,Unusual Coccidioides infection,Infections,False,True,False,0,0,False,5,5.0,,False
HP:5210383,Recurrent Coccidioides infection,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210384,Severe Coccidioides infection,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210385,Unusual Paracoccidioides brasiliensis infection,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210386,Recurrent Paracoccidioides brasiliensis infection,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210387,Severe Paracoccidioides brasiliensis infection,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210389,Recurrent Histoplasma capsulatum infection,Infections,False,True,False,0,0,False,3,6.0,,False
HP:5210391,Unusual Candida auris infection,Infections,False,True,False,0,0,False,2,6.0,,False
HP:5210392,Chronic Candida auris infection,Infections,False,True,False,0,0,False,3,7.0,,False
HP:5210393,Severe Candida auris infection,Infections,False,True,False,0,0,False,3,7.0,,False
HP:5210394,HSV hepatitis,Infections,False,True,False,0,0,False,4,5.0,,False
HP:5210395,VZV meningitis,Infections,False,True,False,0,0,False,3,5.0,,False
HP:5210396,Giant molluscum,Infections,False,True,False,0,0,False,3,5.0,,False
